marca,modelo,año,kilometros,precio,pais
OPEL,CORSA,2022,49686,15800,Holanda
OPEL,CORSA,2024,3329,19950,Holanda
OPEL,CORSA,2024,6774,19950,Holanda
OPEL,CORSA,2023,19347,21950,Holanda
OPEL,CORSA,2023,45870,18900,Holanda
OPEL,CORSA,2021,59491,18500,Holanda
OPEL,CORSA,2021,48644,14950,Holanda
OPEL,CORSA,2021,55000,14950,Holanda
OPEL,CORSA,2023,24981,16900,Holanda
OPEL,CORSA,2022,98288,14750,Holanda
OPEL,CORSA,2021,71177,14450,Holanda
OPEL,CORSA,2022,25000,17900,Holanda
OPEL,CORSA,2022,52577,15945,Holanda
OPEL,CORSA,2021,23561,15950,Holanda
OPEL,CORSA,2022,35533,17400,Holanda
OPEL,CORSA,2021,52147,15940,Holanda
OPEL,CORSA,2023,11602,16990,Holanda
OPEL,CORSA,2021,36017,16995,Holanda
OPEL,CORSA,2023,11870,17345,Holanda
OPEL,CORSA,2021,71111,15345,Holanda
OPEL,CORSA,2022,31984,20950,Holanda
OPEL,CORSA,2021,32748,16999,Holanda
OPEL,CORSA,2021,59400,14950,Holanda
OPEL,CORSA,2023,21957,16895,Holanda
OPEL,CORSA,2023,9334,17345,Holanda
OPEL,CORSA,2022,20000,16445,Holanda
OPEL,CORSA,2022,11240,16445,Holanda
OPEL,CORSA,2021,37077,15950,Holanda
OPEL,CORSA,2021,49630,17780,Holanda
OPEL,CORSA,2021,109344,13950,Holanda
OPEL,CORSA,2021,59521,15893,Holanda
OPEL,CORSA,2022,42952,16425,Holanda
OPEL,CORSA,2022,32368,16440,Holanda
OPEL,CORSA,2022,26686,16445,Holanda
OPEL,CORSA,2023,12923,18390,Holanda
OPEL,CORSA,2021,79914,15445,Holanda
OPEL,CORSA,2021,40293,15900,Holanda
OPEL,CORSA,2022,53628,16900,Holanda
OPEL,CORSA,2024,11225,21250,Holanda
OPEL,CORSA,2021,16910,19995,Holanda
OPEL,CORSA,2023,41706,17495,Holanda
OPEL,CORSA,2023,4994,21950,Holanda
OPEL,CORSA,2023,51208,17390,Holanda
OPEL,CORSA,2021,43592,16400,Holanda
OPEL,CORSA,2022,27493,17950,Holanda
OPEL,CORSA,2021,39419,19950,Holanda
OPEL,CORSA,2024,13196,19940,Holanda
OPEL,CORSA,2021,34431,17945,Holanda
OPEL,CORSA,2023,21507,19825,Holanda
OPEL,CORSA,2022,25031,21490,Holanda
OPEL,CORSA,2022,52107,16900,Holanda
OPEL,CORSA,2024,14293,21495,Holanda
OPEL,CORSA,2022,58522,20940,Holanda
OPEL,CORSA,2022,55066,17245,Holanda
OPEL,CORSA,2023,12692,21849,Holanda
OPEL,CORSA,2022,64058,16490,Holanda
OPEL,CORSA,2022,13637,17950,Holanda
OPEL,CORSA,2023,26179,17495,Holanda
OPEL,CORSA,2023,27882,17495,Holanda
OPEL,CORSA,2024,18510,21495,Holanda
OPEL,CORSA,2022,25752,17940,Holanda
OPEL,CORSA,2022,20815,20877,Holanda
OPEL,CORSA,2021,62691,16649,Holanda
OPEL,CORSA,2023,7443,19745,Holanda
OPEL,CORSA,2022,42100,17445,Holanda
OPEL,CORSA,2021,71026,16495,Holanda
OPEL,CORSA,2023,12360,19850,Holanda
OPEL,CORSA,2023,51785,18445,Holanda
OPEL,CORSA,2022,64642,16945,Holanda
OPEL,CORSA,2022,21530,18400,Holanda
OPEL,CORSA,2023,25498,18745,Holanda
OPEL,CORSA,2021,16000,21450,Holanda
OPEL,CORSA,2021,70472,16500,Holanda
OPEL,CORSA,2024,12473,19950,Holanda
OPEL,CORSA,2022,43677,17445,Holanda
OPEL,CORSA,2022,31897,19440,Holanda
OPEL,CORSA,2023,27217,22950,Holanda
OPEL,CORSA,2023,23560,20950,Holanda
OPEL,CORSA,2022,42001,17445,Holanda
OPEL,CORSA,2023,7910,23900,Holanda
SEAT,IBIZA,2023,9994,20049,Holanda
SEAT,IBIZA,2024,3009,21950,Holanda
SEAT,IBIZA,2023,22148,26949,Holanda
SEAT,IBIZA,2023,6511,26949,Holanda
SEAT,IBIZA,2023,13894,25350,Holanda
SEAT,IBIZA,2024,3451,22950,Holanda
SEAT,IBIZA,2021,102738,14499,Holanda
SEAT,IBIZA,2022,58751,19999,Holanda
SEAT,IBIZA,2021,107489,15940,Holanda
SEAT,IBIZA,2021,51355,15999,Holanda
SEAT,IBIZA,2021,64430,16945,Holanda
SEAT,IBIZA,2021,56269,21995,Holanda
SEAT,IBIZA,2021,23100,22000,Holanda
SEAT,IBIZA,2021,95560,16945,Holanda
SEAT,IBIZA,2021,82122,21490,Holanda
SEAT,IBIZA,2021,66036,15745,Holanda
SEAT,IBIZA,2023,48660,19900,Holanda
SEAT,IBIZA,2022,30116,21950,Holanda
SEAT,IBIZA,2023,24668,19900,Holanda
SEAT,IBIZA,2021,68056,24999,Holanda
SEAT,IBIZA,2021,78890,15945,Holanda
SEAT,IBIZA,2022,26164,19935,Holanda
SEAT,IBIZA,2021,61316,18900,Holanda
SEAT,IBIZA,2021,85112,17250,Holanda
SEAT,IBIZA,2022,78419,20950,Holanda
SEAT,IBIZA,2021,82003,16700,Holanda
SEAT,IBIZA,2023,49604,18450,Holanda
SEAT,IBIZA,2022,76208,20400,Holanda
SEAT,IBIZA,2023,48000,17840,Holanda
SEAT,IBIZA,2021,35460,19750,Holanda
SEAT,IBIZA,2022,39961,21950,Holanda
SEAT,IBIZA,2023,12970,17950,Holanda
SEAT,IBIZA,2021,60052,17750,Holanda
SEAT,IBIZA,2023,12348,22950,Holanda
SEAT,IBIZA,2023,14880,19400,Holanda
SEAT,IBIZA,2023,23471,21849,Holanda
SEAT,IBIZA,2021,70924,17500,Holanda
SEAT,IBIZA,2024,10,27880,Holanda
SEAT,IBIZA,2023,8376,22890,Holanda
SEAT,IBIZA,2023,1812,22975,Holanda
SEAT,IBIZA,2021,66180,18450,Holanda
SEAT,IBIZA,2021,75119,19750,Holanda
SEAT,IBIZA,2023,7020,26950,Holanda
SEAT,IBIZA,2021,57374,19950,Holanda
SEAT,IBIZA,2021,47400,18885,Holanda
SEAT,IBIZA,2022,59085,18990,Holanda
SEAT,IBIZA,2021,40797,23450,Holanda
SEAT,IBIZA,2021,53142,23995,Holanda
SEAT,IBIZA,2021,46511,17495,Holanda
SEAT,IBIZA,2021,18535,27495,Holanda
SEAT,IBIZA,2021,24393,20885,Holanda
SEAT,IBIZA,2023,9412,23850,Holanda
SEAT,IBIZA,2021,33244,22795,Holanda
SEAT,IBIZA,2023,12541,23799,Holanda
SEAT,IBIZA,2023,7075,23795,Holanda
SEAT,IBIZA,2024,3254,21950,Holanda
SEAT,IBIZA,2023,12925,23850,Holanda
SEAT,IBIZA,2021,14621,19950,Holanda
SEAT,IBIZA,2024,3060,21950,Holanda
SEAT,IBIZA,2022,65034,20948,Holanda
SEAT,IBIZA,2023,1079,23950,Holanda
SEAT,IBIZA,2021,85984,17900,Holanda
SEAT,IBIZA,2024,9023,26450,Holanda
SEAT,IBIZA,2022,52592,19450,Holanda
SEAT,IBIZA,2024,6000,25840,Holanda
SEAT,IBIZA,2021,71436,22950,Holanda
SEAT,IBIZA,2023,19768,23840,Holanda
SEAT,IBIZA,2023,7407,23895,Holanda
SEAT,IBIZA,2023,30999,19950,Holanda
SEAT,IBIZA,2023,12993,24800,Holanda
SEAT,IBIZA,2024,6901,26900,Holanda
SEAT,IBIZA,2024,39940,22950,Holanda
SEAT,IBIZA,2021,33927,21450,Holanda
SEAT,IBIZA,2024,3062,23995,Holanda
SEAT,IBIZA,2024,20896,29900,Holanda
SEAT,IBIZA,2022,65133,21450,Holanda
SEAT,IBIZA,2021,100850,18450,Holanda
SEAT,IBIZA,2023,10210,24800,Holanda
SEAT,IBIZA,2021,41504,19890,Holanda
SEAT,IBIZA,2022,34609,19900,Holanda
RENAULT,CLIO,2024,6500,28950,Holanda
RENAULT,CLIO,2023,5232,22995,Holanda
RENAULT,CLIO,2023,17415,23400,Holanda
RENAULT,CLIO,2023,21802,24400,Holanda
RENAULT,CLIO,2023,11665,22995,Holanda
RENAULT,CLIO,2024,9912,26895,Holanda
RENAULT,CLIO,2024,26000,25950,Holanda
RENAULT,CLIO,2024,7500,26950,Holanda
RENAULT,CLIO,2024,16624,26390,Holanda
RENAULT,CLIO,2024,7553,23995,Holanda
RENAULT,CLIO,2024,12800,26880,Holanda
RENAULT,CLIO,2023,9502,23400,Holanda
RENAULT,CLIO,2024,45,29665,Holanda
RENAULT,CLIO,2024,1934,32945,Holanda
RENAULT,CLIO,2024,5890,28440,Holanda
RENAULT,CLIO,2024,4221,26750,Holanda
RENAULT,CLIO,2024,17907,27450,Holanda
RENAULT,CLIO,2023,13604,24900,Holanda
RENAULT,CLIO,2024,9000,28930,Holanda
RENAULT,CLIO,2023,12082,23900,Holanda
RENAULT,CLIO,2024,13110,27450,Holanda
RENAULT,CLIO,2024,15,29845,Holanda
RENAULT,CLIO,2024,55,27885,Holanda
RENAULT,CLIO,2024,10,25950,Holanda
RENAULT,CLIO,2024,548,25490,Holanda
RENAULT,CLIO,2024,10356,23995,Holanda
RENAULT,CLIO,2024,8058,24950,Holanda
RENAULT,CLIO,2024,1945,32399,Holanda
RENAULT,CLIO,2024,28813,27450,Holanda
RENAULT,CLIO,2023,12547,24350,Holanda
RENAULT,CLIO,2024,18459,23995,Holanda
RENAULT,CLIO,2023,13402,23900,Holanda
RENAULT,CLIO,2024,22225,23445,Holanda
RENAULT,CLIO,2024,15,29845,Holanda
RENAULT,CLIO,2024,8950,26900,Holanda
RENAULT,CLIO,2024,1,28513,Holanda
RENAULT,CLIO,2024,9950,29760,Holanda
RENAULT,CLIO,2024,14252,24900,Holanda
RENAULT,CLIO,2024,29074,27450,Holanda
RENAULT,CLIO,2024,17283,23995,Holanda
RENAULT,CLIO,2023,16395,23900,Holanda
RENAULT,CLIO,2024,10159,23995,Holanda
RENAULT,CLIO,2024,32732,27440,Holanda
RENAULT,CLIO,2023,17912,23400,Holanda
RENAULT,CLIO,2024,2500,31840,Holanda
RENAULT,CLIO,2023,24581,23900,Holanda
RENAULT,CLIO,2023,13786,23900,Holanda
RENAULT,CLIO,2024,2200,30940,Holanda
RENAULT,CLIO,2024,25552,23995,Holanda
RENAULT,CLIO,2024,11232,28900,Holanda
RENAULT,CLIO,2024,10,29435,Holanda
RENAULT,CLIO,2023,22188,23900,Holanda
RENAULT,CLIO,2024,30394,27450,Holanda
RENAULT,CLIO,2024,45,29265,Holanda
RENAULT,CLIO,2024,46,30365,Holanda
RENAULT,CLIO,2023,15575,23900,Holanda
RENAULT,CLIO,2024,45,28265,Holanda
RENAULT,CLIO,2024,1850,27490,Holanda
RENAULT,CLIO,2023,18765,23400,Holanda
RENAULT,CLIO,2023,11485,23900,Holanda
RENAULT,CLIO,2024,11830,23995,Holanda
RENAULT,CLIO,2023,28637,23900,Holanda
RENAULT,CLIO,2023,13915,24400,Holanda
RENAULT,CLIO,2023,21161,23900,Holanda
RENAULT,CLIO,2024,1,29368,Holanda
RENAULT,CLIO,2023,9210,23400,Holanda
RENAULT,CLIO,2024,45,28265,Holanda
RENAULT,CLIO,2023,7248,24400,Holanda
RENAULT,CLIO,2023,9534,23900,Holanda
RENAULT,CLIO,2024,1560,28490,Holanda
RENAULT,CLIO,2024,34598,27450,Holanda
RENAULT,CLIO,2024,33613,27450,Holanda
RENAULT,CLIO,2024,3000,28940,Holanda
RENAULT,CLIO,2024,10,28759,Holanda
RENAULT,CLIO,2023,33185,23400,Holanda
RENAULT,CLIO,2024,10,29994,Holanda
RENAULT,CLIO,2023,22451,23400,Holanda
RENAULT,CLIO,2024,17251,23950,Holanda
RENAULT,CLIO,2024,15000,31940,Holanda
RENAULT,CLIO,2023,27869,23400,Holanda
HYUNDAI,I20,2021,41686,19450,Holanda
HYUNDAI,I20,2023,34000,19999,Holanda
HYUNDAI,I20,2022,50801,19625,Holanda
HYUNDAI,I20,2023,26929,21900,Holanda
HYUNDAI,I20,2022,46372,21425,Holanda
HYUNDAI,I20,2023,45654,21925,Holanda
HYUNDAI,I20,2023,11671,25930,Holanda
HYUNDAI,I20,2023,22385,23930,Holanda
HYUNDAI,I20,2022,42000,22900,Holanda
HYUNDAI,I20,2022,40300,21950,Holanda
HYUNDAI,I20,2023,22288,25925,Holanda
HYUNDAI,I20,2023,35461,24930,Holanda
HYUNDAI,I20,2024,31359,24440,Holanda
HYUNDAI,I20,2023,24119,25725,Holanda
HYUNDAI,I20,2022,26847,19149,Holanda
HYUNDAI,I20,2022,47029,21950,Holanda
HYUNDAI,I20,2023,4796,27250,Holanda
HYUNDAI,I20,2023,12458,22930,Holanda
HYUNDAI,I20,2023,20843,19900,Holanda
HYUNDAI,I20,2023,12885,21435,Holanda
HYUNDAI,I20,2023,23000,20935,Holanda
HYUNDAI,I20,2024,9900,25400,Holanda
TOYOTA,YARIS,2022,11202,16900,Holanda
TOYOTA,YARIS,2021,39930,18200,Holanda
TOYOTA,YARIS,2022,39872,19700,Holanda
TOYOTA,YARIS,2021,99149,18950,Holanda
TOYOTA,YARIS,2024,3000,25750,Holanda
TOYOTA,YARIS,2022,32517,24945,Holanda
TOYOTA,YARIS,2024,4225,24400,Holanda
TOYOTA,YARIS,2021,20586,16750,Holanda
TOYOTA,YARIS,2023,9340,21900,Holanda
TOYOTA,YARIS,2023,9049,24995,Holanda
TOYOTA,YARIS,2021,53193,18149,Holanda
TOYOTA,YARIS,2022,21622,17950,Holanda
TOYOTA,YARIS,2022,30966,21940,Holanda
TOYOTA,YARIS,2023,13012,22950,Holanda
TOYOTA,YARIS,2023,20099,21400,Holanda
TOYOTA,YARIS,2023,19,24400,Holanda
TOYOTA,YARIS,2022,32284,21940,Holanda
TOYOTA,YARIS,2023,26333,19995,Holanda
TOYOTA,YARIS,2024,827,24245,Holanda
TOYOTA,YARIS,2022,16906,22400,Holanda
TOYOTA,YARIS,2023,18049,20445,Holanda
TOYOTA,YARIS,2023,19993,20445,Holanda
TOYOTA,YARIS,2023,5,72535,Holanda
TOYOTA,YARIS,2022,9500,17000,Holanda
TOYOTA,YARIS,2024,5032,22740,Holanda
TOYOTA,YARIS,2021,17437,24900,Holanda
TOYOTA,YARIS,2022,32490,18600,Holanda
TOYOTA,YARIS,2022,14696,22999,Holanda
TOYOTA,YARIS,2021,64000,19500,Holanda
TOYOTA,YARIS,2021,25092,17750,Holanda
TOYOTA,YARIS,2022,7205,24750,Holanda
TOYOTA,YARIS,2021,42263,16950,Holanda
TOYOTA,YARIS,2021,83988,17990,Holanda
TOYOTA,YARIS,2022,54138,18900,Holanda
TOYOTA,YARIS,2021,104333,18845,Holanda
TOYOTA,YARIS,2021,33252,22745,Holanda
TOYOTA,YARIS,2023,8861,19995,Holanda
TOYOTA,YARIS,2021,49696,19950,Holanda
TOYOTA,YARIS,2021,29789,19845,Holanda
TOYOTA,YARIS,2022,35596,19745,Holanda
TOYOTA,YARIS,2023,18049,20445,Holanda
TOYOTA,YARIS,2023,19993,20445,Holanda
TOYOTA,YARIS,2023,5,72535,Holanda
TOYOTA,YARIS,2022,9500,17000,Holanda
TOYOTA,YARIS,2024,5032,22740,Holanda
TOYOTA,YARIS,2021,17437,24900,Holanda
TOYOTA,YARIS,2022,32490,18600,Holanda
TOYOTA,YARIS,2022,14696,22999,Holanda
TOYOTA,YARIS,2021,64000,19500,Holanda
TOYOTA,YARIS,2021,25092,17750,Holanda
TOYOTA,YARIS,2022,7205,24750,Holanda
TOYOTA,YARIS,2021,42263,16950,Holanda
TOYOTA,YARIS,2021,83988,17990,Holanda
TOYOTA,YARIS,2022,54138,18900,Holanda
TOYOTA,YARIS,2021,104333,18845,Holanda
TOYOTA,YARIS,2021,33252,22745,Holanda
TOYOTA,YARIS,2023,8861,19995,Holanda
TOYOTA,YARIS,2021,49696,19950,Holanda
TOYOTA,YARIS,2021,29789,19845,Holanda
TOYOTA,YARIS,2022,35596,19745,Holanda
TOYOTA,YARIS,2023,18049,20445,Holanda
TOYOTA,YARIS,2023,19993,20445,Holanda
TOYOTA,YARIS,2023,5,72535,Holanda
TOYOTA,YARIS,2022,9500,17000,Holanda
TOYOTA,YARIS,2024,5032,22740,Holanda
TOYOTA,YARIS,2021,17437,24900,Holanda
TOYOTA,YARIS,2022,32490,18600,Holanda
TOYOTA,YARIS,2022,14696,22999,Holanda
TOYOTA,YARIS,2021,64000,19500,Holanda
TOYOTA,YARIS,2021,25092,17750,Holanda
TOYOTA,YARIS,2022,7205,24750,Holanda
TOYOTA,YARIS,2021,42263,16950,Holanda
TOYOTA,YARIS,2021,83988,17990,Holanda
TOYOTA,YARIS,2022,54138,18900,Holanda
TOYOTA,YARIS,2021,104333,18845,Holanda
TOYOTA,YARIS,2021,33252,22745,Holanda
TOYOTA,YARIS,2023,8861,19995,Holanda
TOYOTA,YARIS,2021,49696,19950,Holanda
TOYOTA,YARIS,2021,29789,19845,Holanda
TOYOTA,YARIS,2022,35596,19745,Holanda
VOLKSWAGEN,POLO,2021,81032,22950,Holanda
VOLKSWAGEN,POLO,2023,9641,29945,Holanda
VOLKSWAGEN,POLO,2021,78338,18000,Holanda
VOLKSWAGEN,POLO,2021,102976,15900,Holanda
VOLKSWAGEN,POLO,2024,50,27950,Holanda
VOLKSWAGEN,POLO,2021,111015,18950,Holanda
VOLKSWAGEN,POLO,2021,40468,23850,Holanda
VOLKSWAGEN,POLO,2021,51250,18445,Holanda
VOLKSWAGEN,POLO,2021,95342,17945,Holanda
VOLKSWAGEN,POLO,2022,41988,24945,Holanda
VOLKSWAGEN,POLO,2023,12554,27750,Holanda
VOLKSWAGEN,POLO,2023,26635,26495,Holanda
VOLKSWAGEN,POLO,2022,32800,26900,Holanda
VOLKSWAGEN,POLO,2024,3650,27749,Holanda
VOLKSWAGEN,POLO,2023,3894,26995,Holanda
VOLKSWAGEN,POLO,2024,13287,26445,Holanda
VOLKSWAGEN,POLO,2024,1100,30499,Holanda
VOLKSWAGEN,POLO,2021,56900,14991,Holanda
VOLKSWAGEN,POLO,2023,10346,17999,Holanda
VOLKSWAGEN,POLO,2021,94578,17345,Holanda
VOLKSWAGEN,POLO,2021,42280,16250,Holanda
VOLKSWAGEN,POLO,2023,11980,23995,Holanda
VOLKSWAGEN,POLO,2021,74408,21940,Holanda
VOLKSWAGEN,POLO,2021,73558,15699,Holanda
VOLKSWAGEN,POLO,2022,56000,18750,Holanda
VOLKSWAGEN,POLO,2021,97893,19900,Holanda
VOLKSWAGEN,POLO,2023,15560,28500,Holanda
VOLKSWAGEN,POLO,2022,92045,22950,Holanda
VOLKSWAGEN,POLO,2022,8453,22950,Holanda
VOLKSWAGEN,POLO,2021,57487,21900,Holanda
VOLKSWAGEN,POLO,2021,30911,17950,Holanda
VOLKSWAGEN,POLO,2022,15688,24400,Holanda
VOLKSWAGEN,POLO,2021,92779,16950,Holanda
VOLKSWAGEN,POLO,2021,34389,23495,Holanda
VOLKSWAGEN,POLO,2021,63495,18450,Holanda
VOLKSWAGEN,POLO,2022,20000,21950,Holanda
VOLKSWAGEN,POLO,2021,49188,25950,Holanda
VOLKSWAGEN,POLO,2021,59814,19850,Holanda
VOLKSWAGEN,POLO,2021,84262,17499,Holanda
VOLKSWAGEN,POLO,2021,69612,21950,Holanda
VOLKSWAGEN,POLO,2021,42280,16250,Holanda
VOLKSWAGEN,POLO,2023,11980,23995,Holanda
VOLKSWAGEN,POLO,2021,74408,21940,Holanda
VOLKSWAGEN,POLO,2021,73558,15699,Holanda
VOLKSWAGEN,POLO,2022,56000,18750,Holanda
VOLKSWAGEN,POLO,2021,97893,19900,Holanda
VOLKSWAGEN,POLO,2023,15560,28500,Holanda
VOLKSWAGEN,POLO,2022,92045,22950,Holanda
VOLKSWAGEN,POLO,2022,8453,22950,Holanda
VOLKSWAGEN,POLO,2021,57487,21900,Holanda
VOLKSWAGEN,POLO,2021,30911,17950,Holanda
VOLKSWAGEN,POLO,2022,15688,24400,Holanda
VOLKSWAGEN,POLO,2021,92779,16950,Holanda
VOLKSWAGEN,POLO,2021,34389,23495,Holanda
VOLKSWAGEN,POLO,2021,63495,18450,Holanda
VOLKSWAGEN,POLO,2022,20000,21950,Holanda
VOLKSWAGEN,POLO,2021,49188,25950,Holanda
VOLKSWAGEN,POLO,2021,59814,19850,Holanda
VOLKSWAGEN,POLO,2021,84262,17499,Holanda
VOLKSWAGEN,POLO,2021,69612,21950,Holanda
VOLKSWAGEN,POLO,2021,42280,16250,Holanda
VOLKSWAGEN,POLO,2023,11980,23995,Holanda
VOLKSWAGEN,POLO,2021,74408,21940,Holanda
VOLKSWAGEN,POLO,2021,73558,15699,Holanda
VOLKSWAGEN,POLO,2022,56000,18750,Holanda
VOLKSWAGEN,POLO,2021,97893,19900,Holanda
VOLKSWAGEN,POLO,2023,15560,28500,Holanda
VOLKSWAGEN,POLO,2022,92045,22950,Holanda
VOLKSWAGEN,POLO,2022,8453,22950,Holanda
VOLKSWAGEN,POLO,2021,57487,21900,Holanda
VOLKSWAGEN,POLO,2021,30911,17950,Holanda
VOLKSWAGEN,POLO,2022,15688,24400,Holanda
VOLKSWAGEN,POLO,2021,92779,16950,Holanda
VOLKSWAGEN,POLO,2021,34389,23495,Holanda
VOLKSWAGEN,POLO,2021,63495,18450,Holanda
VOLKSWAGEN,POLO,2022,20000,21950,Holanda
VOLKSWAGEN,POLO,2021,49188,25950,Holanda
VOLKSWAGEN,POLO,2021,59814,19850,Holanda
VOLKSWAGEN,POLO,2021,84262,17499,Holanda
VOLKSWAGEN,POLO,2021,69612,21950,Holanda
